-1.841841489076614380e-01;3.132273197174072266e+00;-1.942780017852783203e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-2.566044628620147705e-01;3.068232774734497070e+00;-1.942780017852783203e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-8.616144061088562012e-01;2.990411996841430664e+00;-1.942780017852783203e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-1.728316664695739746e+00;-1.304551362991333008e+00;-1.942779302597045898e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
2.119251251220703125e+00;-2.773212909698486328e+00;-1.942779064178466797e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
2.405954599380493164e+00;2.322313070297241211e+00;-1.942779898643493652e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-1.901410818099975586e+00;1.769311428070068359e+00;-1.942779779434204102e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-1.509227037429809570e+00;-2.144041061401367188e+00;-1.942779183387756348e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-1.654839277267456055e+00;1.642962694168090820e+00;-1.942779779434204102e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-1.368421673774719238e+00;-2.595800876617431641e+00;-1.942779064178466797e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-8.477200865745544434e-01;-9.494702816009521484e-01;-1.942779302597045898e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-1.630391597747802734e+00;-8.154260367155075073e-02;-1.942779421806335449e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
1.751492142677307129e+00;-6.570535302162170410e-01;-1.942779421806335449e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
2.850260734558105469e-01;2.976999044418334961e+00;-1.942780017852783203e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
2.129930496215820312e+00;-1.284108161926269531e+00;-1.942779302597045898e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-1.848377704620361328e+00;1.525796055793762207e+00;-1.942779779434204102e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
